0.43361622,0.02642459,0.00140564,0.04643049,0.12899597,0.02941713
0.42125460,0.02262405,0.00211416,0.01524564,0.30771598,0.02862255
0.38190773,0.02375181,0.00028116,0.02530328,0.16468573,0.02885666
0.39722655,0.00758803,0.00084914,0.01784919,0.10679367,0.02759529
0.45427359,0.00759337,0.00211469,0.10651812,0.24055693,0.02534214
0.46635552,0.00154855,0.00155230,0.03625521,0.28734112,0.02670225
0.28635949,0.04257522,0.00337314,0.01466140,0.02108229,0.02712001
0.44429379,0.00211702,0.00155020,0.04568333,0.28621882,0.02679293
0.44162710,0.00253551,0.00126786,0.01268074,0.60559760,0.02707745
0.36673418,0.02149829,0.00169391,0.00943140,0.08430906,0.02853182
0.38808607,0.01054426,0.00070807,0.02762181,0.21597003,0.02782727
0.37432084,0.00562570,0.00155304,0.05489724,0.08346936,0.02651289
0.40087482,0.00956264,0.00379930,0.02147048,0.05480608,0.02164526
0.42209280,0.03569877,0.00351425,0.05847325,0.14360968,0.02923106
0.42953751,0.04791553,0.00225138,0.06085473,0.48784682,0.02660862
0.44738265,0.00787518,0.00042887,0.06873729,0.71463361,0.02810195
0.43572078,0.00140763,0.00056661,0.03401843,0.74638265,0.02805970
0.41619158,0.04791546,0.00253140,0.08282999,0.45722505,0.02618319
0.45061656,0.01236844,0.00127356,0.03491937,0.21667200,0.02735606
0.46339884,0.02571587,0.00253443,0.01526918,0.64845312,0.02922909
0.43740776,0.00351691,0.00070706,0.09395264,0.31867713,0.02787659
0.39174653,0.00632498,0.00140637,0.06662986,0.24364201,0.02669908
0.40789924,0.01265243,0.00253213,0.00971309,0.83223615,0.02538966
0.42644722,0.04160049,0.00099037,0.00942575,0.11508396,0.02885965
0.41886190,0.01911201,0.00295744,0.06956746,0.09358128,0.02669775
0.40958959,0.04286444,0.00211377,0.00873359,0.34396997,0.02820108
0.41549388,0.04299659,0.00154668,0.03937343,0.41407935,0.02848477
0.46958802,0.01124485,0.00141115,0.09359391,0.28046380,0.02702970
0.43740807,0.00197645,0.00168964,0.00000008,0.69074415,0.02661252
0.45932427,0.04356342,0.00099070,0.04497415,0.81045502,0.02857258
0.47548436,0.01475504,0.00169474,0.02289307,0.40649429,0.02707670
0.41492976,0.03007295,0.00224921,0.02844091,0.07377079,0.02993080
0.46101817,0.01588523,0.00112447,0.06984917,0.21863281,0.02786980
0.45426988,0.01489519,0.00281162,0.09434284,0.09246195,0.02548389
0.38949879,0.04314404,0.00309915,0.01875239,0.48645006,0.02716799
0.37769242,0.01306989,0.00253780,0.00942317,0.52255683,0.02539124
0.39286693,0.00674612,0.00182916,0.00869782,0.48124428,0.02604249
0.44864732,0.04623015,0.00154999,0.00954655,0.57468288,0.02777841
0.41998202,0.04355979,0.00098604,0.00851283,0.18477515,0.02857185
0.46776301,0.00042279,0.00141041,0.07718590,0.10440251,0.02708106
0.46003228,0.02136155,0.00056639,0.06196947,0.48827047,0.02876176
0.48476196,0.04862002,0.00113331,0.04342085,0.23254906,0.02782690
0.44372672,0.03161457,0.00028458,0.00422521,0.66180218,0.02894815
0.46087618,0.00913653,0.00239385,0.05281064,0.57061234,0.02487427
0.35184362,0.00632982,0.00113196,0.01274281,0.10637341,0.02721605
0.40016932,0.00267664,0.00126891,0.00423179,0.37895937,0.02717122
0.41928033,0.04356693,0.00155489,0.01538564,0.45202229,0.02839109
0.45159529,0.03695607,0.00084458,0.03418610,0.85162893,0.02923545
0.42911843,0.04974066,0.00140684,0.02557741,0.40283874,0.02735959
0.44247109,0.01686730,0.00154749,0.01356261,0.91499550,0.02759652
0.44597517,0.00660763,0.00140929,0.07515072,0.80020197,0.02660814
0.29985234,0.01939145,0.00380109,0.03540397,0.06604375,0.02562854
0.44331327,0.03667866,0.00182947,0.09427047,0.85008060,0.02960162
0.47900173,0.01236486,0.00197058,0.12447631,0.11873000,0.02633094
0.31966487,0.00773255,0.00155410,0.06438906,0.20276253,0.02641728
0.45848690,0.01321615,0.00548667,0.00936420,0.61641476,0.01864325
0.44865213,0.00393689,0.00183588,0.01295987,0.18294480,0.02613765
0.39735892,0.01096855,0.00141287,0.03106607,0.20557193,0.02693492
0.46214254,0.00633267,0.00182795,0.05433964,0.17929142,0.02585815
