0.41366508,0.02880865,0.00408426,0.03135789,0.24814021,0.02909528
0.39905006,0.01321752,0.00281566,0.01561185,0.51426650,0.02497223
0.46748141,0.04327848,0.00127453,0.04379167,0.45286055,0.02852785
0.46382303,0.02853278,0.00168775,0.03424454,0.49009870,0.02974171
0.44049522,0.03484887,0.00366048,0.09350913,0.56667291,0.02937314
0.41562922,0.05030953,0.00155399,0.07833489,0.16102538,0.02693441
0.44611662,0.02853105,0.00182911,0.08147218,0.07363094,0.02975049
0.43333772,0.00435945,0.00295503,0.07592204,0.31614603,0.02366127
0.38893748,0.02234431,0.00154859,0.05397228,0.29507379,0.02876039
0.44640580,0.02038063,0.00309273,0.04335614,0.13967291,0.02702984
0.44485229,0.04903800,0.00225715,0.00428214,0.19826595,0.02627918
0.44865057,0.04328410,0.00211722,0.11354504,0.20753900,0.02801537
0.41661390,0.02346879,0.00113331,0.08947484,0.85247114,0.02899982
0.40635372,0.01054339,0.00337362,0.09477937,0.13067392,0.02323098
0.45047908,0.03794056,0.00379640,0.04794907,0.39061938,0.02852684
0.44106067,0.02234302,0.00394001,0.06019495,0.06661021,0.02688709
0.36645271,0.01419550,0.00196878,0.01265067,0.16861095,0.02665093
0.45637829,0.05003003,0.00056688,0.04856542,0.13391451,0.02829815
0.42251402,0.00197008,0.00267251,0.03362547,0.65912797,0.02459808
0.46621082,0.04412758,0.00211369,0.10262163,0.11339400,0.02787104
0.39104437,0.02670614,0.00099062,0.00430409,0.36363940,0.02927818
0.42364320,0.02459574,0.00183395,0.15059843,0.38218974,0.02914205
0.37276992,0.03794295,0.00028314,0.06298947,0.09737580,0.02895164
0.45215955,0.02978809,0.00127325,0.01745209,0.44513616,0.02960918
0.44218400,0.03667922,0.00085295,0.06362756,0.03471022,0.02927676
0.44935585,0.02318408,0.00365623,0.06829118,0.49544225,0.02754080
0.33287097,0.03133494,0.00309253,0.01684750,0.09428653,0.02989101
0.46494814,0.02852610,0.00196731,0.00424445,0.38316993,0.02979129
0.42912247,0.02347188,0.00127366,0.00000137,0.37193040,0.02904625
0.41900498,0.04665186,0.00562365,0.04901215,0.22327673,0.02047442
0.43305615,0.04735546,0.00028793,0.04664607,0.45285971,0.02857351
0.43515734,0.04145896,0.00211369,0.02553516,0.21146959,0.02857299
0.40438399,0.02065643,0.00253312,0.02822826,0.30392689,0.02773239
0.43642024,0.01981915,0.00141182,0.00592480,0.22720737,0.02829598
0.48447682,0.01264807,0.00197180,0.08777137,0.30870265,0.02628337
0.43234965,0.04258014,0.00225474,0.06320650,0.17325551,0.02815625
0.48925792,0.01293647,0.00281533,0.06583081,0.36771169,0.02492333
0.47267490,0.01012216,0.00169430,0.04941660,0.30223740,0.02646620
0.39876626,0.02852393,0.00140986,0.03795688,0.24055091,0.02960197
0.40621146,0.01546243,0.00183250,0.06278002,0.42195146,0.02698443
0.42251212,0.05017110,0.00127250,0.05439171,0.40003059,0.02744733
0.42125190,0.04693770,0.00098801,0.00884844,0.60559352,0.02815376
0.42405716,0.01560049,0.00436505,0.02609037,0.10412261,0.02267232
0.44752627,0.00464609,0.00365418,0.09242617,0.10425892,0.02191996
0.43530268,0.01025952,0.00085156,0.01265536,0.20922482,0.02773254
0.42673413,0.01321482,0.00140904,0.03598067,0.92174191,0.02717100
0.43600133,0.02726120,0.00141052,0.00423651,0.44330682,0.02950915
0.44036349,0.02487088,0.00070911,0.01883934,0.57089568,0.02900153
0.40298095,0.01405379,0.00394137,0.06951097,0.06562014,0.02285777
0.36279691,0.00983787,0.00252935,0.04819270,0.15554905,0.02487070
0.41324236,0.00744708,0.00029081,0.04559710,0.54742521,0.02833873
0.41984391,0.00379633,0.00155117,0.03901333,0.35605028,0.02660343
0.35647480,0.00281460,0.00113223,0.01687804,0.20571294,0.02735239
0.27062686,0.00478612,0.00196753,0.00000305,0.00422075,0.02576551
0.35423164,0.00660508,0.00267184,0.03971767,0.08655599,0.02436084
0.42349393,0.03681773,0.00098536,0.00000984,0.15737474,0.02937254
0.44457717,0.00970003,0.00140516,0.05545632,0.08656040,0.02689238
0.39314982,0.03204157,0.00477766,0.03502085,0.23283196,0.02871535
0.44934770,0.00295288,0.00197448,0.10061428,0.42644873,0.02594906
